i,j,k,x_center_m,y_center_m,z_center_m,temperature_k
7,4,12,0.006500000000000001,0.0035,0.0115,301.19532959351625
8,4,12,0.0075,0.0035,0.0115,300.994469008765
9,4,12,0.0085,0.0035,0.0115,300.772141301324
10,4,12,0.0095,0.0035,0.0115,300.5612821616935
11,4,12,0.0105,0.0035,0.0115,300.3828517082863
12,4,12,0.0115,0.0035,0.0115,300.2454682718154
13,4,12,0.0125,0.0035,0.0115,300.1481433032327
14,4,12,0.0135,0.0035,0.0115,300.08425713044926
15,4,12,0.0145,0.0035,0.0115,300.0452091639788
16,4,12,0.0155,0.0035,0.0115,300.0229064598795
17,4,12,0.0165,0.0035,0.0115,300.0109695143096
18,4,12,0.0175,0.0035,0.0115,300.0049690855958
19,4,12,0.0185,0.0035,0.0115,300.00213091203796
20,4,12,0.0195,0.0035,0.0115,300.0008657150545
21,4,12,0.0205,0.0035,0.0115,300.0003334310736
22,4,12,0.021500000000000002,0.0035,0.0115,300.00012182632184
23,4,12,0.0225,0.0035,0.0115,300.0000422516362
24,4,12,0.0235,0.0035,0.0115,300.00001391738493
25,4,12,0.0245,0.0035,0.0115,300.00000435620905
26,4,12,0.025500000000000002,0.0035,0.0115,300.0000012962919
27,4,12,0.0265,0.0035,0.0115,300.0000003668822
28,4,12,0.0275,0.0035,0.0115,300.0000000987979
29,4,12,0.0285,0.0035,0.0115,300.00000002532295
30,4,12,0.029500000000000002,0.0035,0.0115,300.0000000061796
31,4,12,0.0305,0.0035,0.0115,300.0000000014378
32,4,12,0.0315,0.0035,0.0115,300.0000000003402
1,5,12,0.0005,0.0045000000000000005,0.0115,300.45123475822993
2,5,12,0.0015,0.0045000000000000005,0.0115,300.7801714804339
3,5,12,0.0025,0.0045000000000000005,0.0115,301.08060599327683
4,5,12,0.0035,0.0045000000000000005,0.0115,301.28933326037486
5,5,12,0.0045000000000000005,0.0045000000000000005,0.0115,301.3741059485794
6,5,12,0.0055,0.0045000000000000005,0.0115,301.3345991961324
7,5,12,0.006500000000000001,0.0045000000000000005,0.0115,301.19532959351625
8,5,12,0.0075,0.0045000000000000005,0.0115,300.994469008765
9,5,12,0.0085,0.0045000000000000005,0.0115,300.772141301324
10,5,12,0.0095,0.0045000000000000005,0.0115,300.5612821616935
11,5,12,0.0105,0.0045000000000000005,0.0115,300.3828517082863
12,5,12,0.0115,0.0045000000000000005,0.0115,300.2454682718154
13,5,12,0.0125,0.0045000000000000005,0.0115,300.1481433032327
14,5,12,0.0135,0.0045000000000000005,0.0115,300.08425713044926
15,5,12,0.0145,0.0045000000000000005,0.0115,300.0452091639788
16,5,12,0.0155,0.0045000000000000005,0.0115,300.0229064598795
17,5,12,0.0165,0.0045000000000000005,0.0115,300.0109695143096
18,5,12,0.0175,0.0045000000000000005,0.0115,300.0049690855958
19,5,12,0.0185,0.0045000000000000005,0.0115,300.00213091203796
20,5,12,0.0195,0.0045000000000000005,0.0115,300.0008657150545
21,5,12,0.0205,0.0045000000000000005,0.0115,300.0003334310736
22,5,12,0.021500000000000002,0.0045000000000000005,0.0115,300.00012182632184
23,5,12,0.0225,0.0045000000000000005,0.0115,300.0000422516362
24,5,12,0.0235,0.0045000000000000005,0.0115,300.00001391738493
25,5,12,0.0245,0.0045000000000000005,0.0115,300.00000435620905
26,5,12,0.025500000000000002,0.0045000000000000005,0.0115,300.0000012962919
27,5,12,0.0265,0.0045000000000000005,0.0115,300.0000003668822
28,5,12,0.0275,0.0045000000000000005,0.0115,300.0000000987979
29,5,12,0.0285,0.0045000000000000005,0.0115,300.00000002532295
30,5,12,0.029500000000000002,0.0045000000000000005,0.0115,300.0000000061796
31,5,12,0.0305,0.0045000000000000005,0.0115,300.0000000014378
32,5,12,0.0315,0.0045000000000000005,0.0115,300.0000000003402
1,6,12,0.0005,0.0055,0.0115,300.45123475822993
2,6,12,0.0015,0.0055,0.0115,300.7801714804339
3,6,12,0.0025,0.0055,0.0115,301.08060599327683
4,6,12,0.0035,0.0055,0.0115,301.28933326037486
5,6,12,0.0045000000000000005,0.0055,0.0115,301.3741059485794
6,6,12,0.0055,0.0055,0.0115,301.3345991961324
7,6,12,0.006500000000000001,0.0055,0.0115,301.19532959351625
8,6,12,0.0075,0.0055,0.0115,300.994469008765
9,6,12,0.0085,0.0055,0.0115,300.772141301324
10,6,12,0.0095,0.0055,0.0115,300.5612821616935
11,6,12,0.0105,0.0055,0.0115,300.3828517082863
12,6,12,0.0115,0.0055,0.0115,300.2454682718154
13,6,12,0.0125,0.0055,0.0115,300.1481433032327
14,6,12,0.0135,0.0055,0.0115,300.08425713044926
15,6,12,0.0145,0.0055,0.0115,300.0452091639788
16,6,12,0.0155,0.0055,0.0115,300.0229064598795
17,6,12,0.0165,0.0055,0.0115,300.0109695143096
18,6,12,0.0175,0.0055,0.0115,300.0049690855958
19,6,12,0.0185,0.0055,0.0115,300.00213091203796
20,6,12,0.0195,0.0055,0.0115,300.0008657150545
21,6,12,0.0205,0.0055,0.0115,300.0003334310736
22,6,12,0.021500000000000002,0.0055,0.0115,300.00012182632184
23,6,12,0.0225,0.0055,0.0115,300.0000422516362
24,6,12,0.0235,0.0055,0.0115,300.00001391738493
25,6,12,0.0245,0.0055,0.0115,300.00000435620905
26,6,12,0.025500000000000002,0.0055,0.0115,300.0000012962919
27,6,12,0.0265,0.0055,0.0115,300.0000003668822
28,6,12,0.0275,0.0055,0.0115,300.0000000987979
29,6,12,0.0285,0.0055,0.0115,300.00000002532295
30,6,12,0.029500000000000002,0.0055,0.0115,300.0000000061796
31,6,12,0.0305,0.0055,0.0115,300.0000000014378
32,6,12,0.0315,0.0055,0.0115,300.0000000003402
1,7,12,0.0005,0.006500000000000001,0.0115,300.45123475822993
2,7,12,0.0015,0.006500000000000001,0.0115,300.7801714804339
3,7,12,0.0025,0.006500000000000001,0.0115,301.08060599327683
4,7,12,0.0035,0.006500000000000001,0.0115,301.28933326037486
5,7,12,0.0045000000000000005,0.006500000000000001,0.0115,301.3741059485794
6,7,12,0.0055,0.006500000000000001,0.0115,301.3345991961324
7,7,12,0.006500000000000001,0.006500000000000001,0.0115,301.19532959351625
8,7,12,0.0075,0.006500000000000001,0.0115,300.994469008765
9,7,12,0.0085,0.006500000000000001,0.0115,300.772141301324
10,7,12,0.0095,0.006500000000000001,0.0115,300.5612821616935
11,7,12,0.0105,0.006500000000000001,0.0115,300.3828517082863
12,7,12,0.0115,0.006500000000000001,0.0115,300.2454682718154
13,7,12,0.0125,0.006500000000000001,0.0115,300.1481433032327
14,7,12,0.0135,0.006500000000000001,0.0115,300.08425713044926
15,7,12,0.0145,0.006500000000000001,0.0115,300.0452091639788
16,7,12,0.0155,0.006500000000000001,0.0115,300.0229064598795
17,7,12,0.0165,0.006500000000000001,0.0115,300.0109695143096
18,7,12,0.0175,0.006500000000000001,0.0115,300.0049690855958
19,7,12,0.0185,0.006500000000000001,0.0115,300.00213091203796
20,7,12,0.0195,0.006500000000000001,0.0115,300.0008657150545
21,7,12,0.0205,0.006500000000000001,0.0115,300.0003334310736
22,7,12,0.021500000000000002,0.006500000000000001,0.0115,300.00012182632184
23,7,12,0.0225,0.006500000000000001,0.0115,300.0000422516362
24,7,12,0.0235,0.006500000000000001,0.0115,300.00001391738493
25,7,12,0.0245,0.006500000000000001,0.0115,300.00000435620905
26,7,12,0.025500000000000002,0.006500000000000001,0.0115,300.0000012962919
27,7,12,0.0265,0.006500000000000001,0.0115,300.0000003668822
28,7,12,0.0275,0.006500000000000001,0.0115,300.0000000987979
29,7,12,0.0285,0.006500000000000001,0.0115,300.00000002532295
30,7,12,0.029500000000000002,0.006500000000000001,0.0115,300.0000000061796
31,7,12,0.0305,0.006500000000000001,0.0115,300.0000000014378
32,7,12,0.0315,0.006500000000000001,0.0115,300.0000000003402
1,8,12,0.0005,0.0075,0.0115,300.45123475822993
2,8,12,0.0015,0.0075,0.0115,300.7801714804339
3,8,12,0.0025,0.0075,0.0115,301.08060599327683
4,8,12,0.0035,0.0075,0.0115,301.28933326037486
5,8,12,0.0045000000000000005,0.0075,0.0115,301.3741059485794
6,8,12,0.0055,0.0075,0.0115,301.3345991961324
7,8,12,0.006500000000000001,0.0075,0.0115,301.19532959351625
8,8,12,0.0075,0.0075,0.0115,300.994469008765
9,8,12,0.0085,0.0075,0.0115,300.772141301324
10,8,12,0.0095,0.0075,0.0115,300.5612821616935
11,8,12,0.0105,0.0075,0.0115,300.3828517082863
12,8,12,0.0115,0.0075,0.0115,300.2454682718154
13,8,12,0.0125,0.0075,0.0115,300.1481433032327
14,8,12,0.0135,0.0075,0.0115,300.08425713044926
15,8,12,0.0145,0.0075,0.0115,300.0452091639788
16,8,12,0.0155,0.0075,0.0115,300.0229064598795
17,8,12,0.0165,0.0075,0.0115,300.0109695143096
18,8,12,0.0175,0.0075,0.0115,300.0049690855958
19,8,12,0.0185,0.0075,0.0115,300.00213091203796
20,8,12,0.0195,0.0075,0.0115,300.0008657150545
21,8,12,0.0205,0.0075,0.0115,300.0003334310736
22,8,12,0.021500000000000002,0.0075,0.0115,300.00012182632184
23,8,12,0.0225,0.0075,0.0115,300.0000422516362
24,8,12,0.0235,0.0075,0.0115,300.00001391738493
25,8,12,0.0245,0.0075,0.0115,300.00000435620905
26,8,12,0.025500000000000002,0.0075,0.0115,300.0000012962919
27,8,12,0.0265,0.0075,0.0115,300.0000003668822
28,8,12,0.0275,0.0075,0.0115,300.0000000987979
29,8,12,0.0285,0.0075,0.0115,300.00000002532295
30,8,12,0.029500000000000002,0.0075,0.0115,300.0000000061796
31,8,12,0.0305,0.0075,0.0115,300.0000000014378
32,8,12,0.0315,0.0075,0.0115,300.0000000003402
1,9,12,0.0005,0.0085,0.0115,300.45123475822993
2,9,12,0.0015,0.0085,0.0115,300.7801714804339
3,9,12,0.0025,0.0085,0.0115,301.08060599327683
4,9,12,0.0035,0.0085,0.0115,301.28933326037486
5,9,12,0.0045000000000000005,0.0085,0.0115,301.3741059485794
6,9,12,0.0055,0.0085,0.0115,301.3345991961324
7,9,12,0.006500000000000001,0.0085,0.0115,301.19532959351625
8,9,12,0.0075,0.0085,0.0115,300.994469008765
9,9,12,0.0085,0.0085,0.0115,300.772141301324
10,9,12,0.0095,0.0085,0.0115,300.5612821616935
11,9,12,0.0105,0.0085,0.0115,300.3828517082863
12,9,12,0.0115,0.0085,0.0115,300.2454682718154
13,9,12,0.0125,0.0085,0.0115,300.1481433032327
14,9,12,0.0135,0.0085,0.0115,300.08425713044926
15,9,12,0.0145,0.0085,0.0115,300.0452091639788
16,9,12,0.0155,0.0085,0.0115,300.0229064598795
17,9,12,0.0165,0.0085,0.0115,300.0109695143096
18,9,12,0.0175,0.0085,0.0115,300.0049690855958
19,9,12,0.0185,0.0085,0.0115,300.00213091203796
20,9,12,0.0195,0.0085,0.0115,300.0008657150545
21,9,12,0.0205,0.0085,0.0115,300.0003334310736
22,9,12,0.021500000000000002,0.0085,0.0115,300.00012182632184
23,9,12,0.0225,0.0085,0.0115,300.0000422516362
24,9,12,0.0235,0.0085,0.0115,300.00001391738493
25,9,12,0.0245,0.0085,0.0115,300.00000435620905
26,9,12,0.025500000000000002,0.0085,0.0115,300.0000012962919
27,9,12,0.0265,0.0085,0.0115,300.0000003668822
28,9,12,0.0275,0.0085,0.0115,300.0000000987979
29,9,12,0.0285,0.0085,0.0115,300.00000002532295
30,9,12,0.029500000000000002,0.0085,0.0115,300.0000000061796
31,9,12,0.0305,0.0085,0.0115,300.0000000014378
32,9,12,0.0315,0.0085,0.0115,300.0000000003402
1,10,12,0.0005,0.0095,0.0115,300.45123475822993
2,10,12,0.0015,0.0095,0.0115,300.7801714804339
3,10,12,0.0025,0.0095,0.0115,301.08060599327683
4,10,12,0.0035,0.0095,0.0115,301.28933326037486
5,10,12,0.0045000000000000005,0.0095,0.0115,301.3741059485794
6,10,12,0.0055,0.0095,0.0115,301.3345991961324
7,10,12,0.006500000000000001,0.0095,0.0115,301.19532959351625
8,10,12,0.0075,0.0095,0.0115,300.994469008765
9,10,12,0.0085,0.0095,0.0115,300.772141301324
10,10,12,0.0095,0.0095,0.0115,300.5612821616935
11,10,12,0.0105,0.0095,0.0115,300.3828517082863
12,10,12,0.0115,0.0095,0.0115,300.2454682718154
13,10,12,0.0125,0.0095,0.0115,300.1481433032327
14,10,12,0.0135,0.0095,0.0115,300.08425713044926
15,10,12,0.0145,0.0095,0.0115,300.0452091639788
16,10,12,0.0155,0.0095,0.0115,300.0229064598795
17,10,12,0.0165,0.0095,0.0115,300.0109695143096
18,10,12,0.0175,0.0095,0.0115,300.0049690855958
19,10,12,0.0185,0.0095,0.0115,300.00213091203796
20,10,12,0.0195,0.0095,0.0115,300.0008657150545
21,10,12,0.0205,0.0095,0.0115,300.0003334310736
22,10,12,0.021500000000000002,0.0095,0.0115,300.00012182632184
23,10,12,0.0225,0.0095,0.0115,300.0000422516362
24,10,12,0.0235,0.0095,0.0115,300.00001391738493
25,10,12,0.0245,0.0095,0.0115,300.00000435620905
26,10,12,0.025500000000000002,0.0095,0.0115,300.0000012962919
27,10,12,0.0265,0.0095,0.0115,300.0000003668822
28,10,12,0.0275,0.0095,0.0115,300.0000000987979
29,10,12,0.0285,0.0095,0.0115,300.00000002532295
30,10,12,0.029500000000000002,0.0095,0.0115,300.0000000061796
31,10,12,0.0305,0.0095,0.0115,300.0000000014378
32,10,12,0.0315,0.0095,0.0115,300.0000000003402
1,11,12,0.0005,0.0105,0.0115,300.45123475822993
2,11,12,0.0015,0.0105,0.0115,300.7801714804339
3,11,12,0.0025,0.0105,0.0115,301.08060599327683
4,11,12,0.0035,0.0105,0.0115,301.28933326037486
5,11,12,0.0045000000000000005,0.0105,0.0115,301.3741059485794
6,11,12,0.0055,0.0105,0.0115,301.3345991961324
7,11,12,0.006500000000000001,0.0105,0.0115,301.19532959351625
8,11,12,0.0075,0.0105,0.0115,300.994469008765
9,11,12,0.0085,0.0105,0.0115,300.772141301324
10,11,12,0.0095,0.0105,0.0115,300.5612821616935
11,11,12,0.0105,0.0105,0.0115,300.3828517082863
12,11,12,0.0115,0.0105,0.0115,300.2454682718154
13,11,12,0.0125,0.0105,0.0115,300.1481433032327
14,11,12,0.0135,0.0105,0.0115,300.08425713044926
15,11,12,0.0145,0.0105,0.0115,300.0452091639788
16,11,12,0.0155,0.0105,0.0115,300.0229064598795
17,11,12,0.0165,0.0105,0.0115,300.0109695143096
18,11,12,0.0175,0.0105,0.0115,300.0049690855958
19,11,12,0.0185,0.0105,0.0115,300.00213091203796
20,11,12,0.0195,0.0105,0.0115,300.0008657150545
21,11,12,0.0205,0.0105,0.0115,300.0003334310736
22,11,12,0.021500000000000002,0.0105,0.0115,300.00012182632184
23,11,12,0.0225,0.0105,0.0115,300.0000422516362
24,11,12,0.0235,0.0105,0.0115,300.00001391738493
25,11,12,0.0245,0.0105,0.0115,300.00000435620905
26,11,12,0.025500000000000002,0.0105,0.0115,300.0000012962919
27,11,12,0.0265,0.0105,0.0115,300.0000003668822
28,11,12,0.0275,0.0105,0.0115,300.0000000987979
29,11,12,0.0285,0.0105,0.0115,300.00000002532295
30,11,12,0.029500000000000002,0.0105,0.0115,300.0000000061796
31,11,12,0.0305,0.0105,0.0115,300.0000000014378
32,11,12,0.0315,0.0105,0.0115,300.0000000003402
1,12,12,0.0005,0.0115,0.0115,300.45123475822993
2,12,12,0.0015,0.0115,0.0115,300.7801714804339
3,12,12,0.0025,0.0115,0.0115,301.08060599327683
4,12,12,0.0035,0.0115,0.0115,301.28933326037486
5,12,12,0.0045000000000000005,0.0115,0.0115,301.3741059485794
6,12,12,0.0055,0.0115,0.0115,301.3345991961324
7,12,12,0.006500000000000001,0.0115,0.0115,301.19532959351625
8,12,12,0.0075,0.0115,0.0115,300.994469008765
9,12,12,0.0085,0.0115,0.0115,300.772141301324
10,12,12,0.0095,0.0115,0.0115,300.5612821616935
11,12,12,0.0105,0.0115,0.0115,300.3828517082863
12,12,12,0.0115,0.0115,0.0115,300.2454682718154
13,12,12,0.0125,0.0115,0.0115,300.1481433032327
14,12,12,0.0135,0.0115,0.0115,300.08425713044926
15,12,12,0.0145,0.0115,0.0115,300.0452091639788
16,12,12,0.0155,0.0115,0.0115,300.0229064598795
17,12,12,0.0165,0.0115,0.0115,300.0109695143096
18,12,12,0.0175,0.0115,0.0115,300.0049690855958
19,12,12,0.0185,0.0115,0.0115,300.00213091203796
20,12,12,0.0195,0.0115,0.0115,300.0008657150545
21,12,12,0.0205,0.0115,0.0115,300.0003334310736
22,12,12,0.021500000000000002,0.0115,0.0115,300.00012182632184
23,12,12,0.0225,0.0115,0.0115,300.0000422516362
24,12,12,0.0235,0.0115,0.0115,300.00001391738493
25,12,12,0.0245,0.0115,0.0115,300.00000435620905
26,12,12,0.025500000000000002,0.0115,0.0115,300.0000012962919
27,12,12,0.0265,0.0115,0.0115,300.0000003668822
28,12,12,0.0275,0.0115,0.0115,300.0000000987979
29,12,12,0.0285,0.0115,0.0115,300.00000002532295
30,12,12,0.029500000000000002,0.0115,0.0115,300.0000000061796
31,12,12,0.0305,0.0115,0.0115,300.0000000014378
32,12,12,0.0315,0.0115,0.0115,300.0000000003402
1,13,12,0.0005,0.0125,0.0115,300.45123475822993
2,13,12,0.0015,0.0125,0.0115,300.7801714804339
3,13,12,0.0025,0.0125,0.0115,301.08060599327683
4,13,12,0.0035,0.0125,0.0115,301.28933326037486
5,13,12,0.0045000000000000005,0.0125,0.0115,301.3741059485794
6,13,12,0.0055,0.0125,0.0115,301.3345991961324
7,13,12,0.006500000000000001,0.0125,0.0115,301.19532959351625
8,13,12,0.0075,0.0125,0.0115,300.994469008765
9,13,12,0.0085,0.0125,0.0115,300.772141301324
10,13,12,0.0095,0.0125,0.0115,300.5612821616935
11,13,12,0.0105,0.0125,0.0115,300.3828517082863
12,13,12,0.0115,0.0125,0.0115,300.2454682718154
13,13,12,0.0125,0.0125,0.0115,300.1481433032327
14,13,12,0.0135,0.0125,0.0115,300.08425713044926
15,13,12,0.0145,0.0125,0.0115,300.0452091639788
16,13,12,0.0155,0.0125,0.0115,300.0229064598795
17,13,12,0.0165,0.0125,0.0115,300.0109695143096
18,13,12,0.0175,0.0125,0.0115,300.0049690855958
19,13,12,0.0185,0.0125,0.0115,300.00213091203796
20,13,12,0.0195,0.0125,0.0115,300.0008657150545
21,13,12,0.0205,0.0125,0.0115,300.0003334310736
22,13,12,0.021500000000000002,0.0125,0.0115,300.00012182632184
23,13,12,0.0225,0.0125,0.0115,300.0000422516362
24,13,12,0.0235,0.0125,0.0115,300.00001391738493
25,13,12,0.0245,0.0125,0.0115,300.00000435620905
26,13,12,0.025500000000000002,0.0125,0.0115,300.0000012962919
27,13,12,0.0265,0.0125,0.0115,300.0000003668822
28,13,12,0.0275,0.0125,0.0115,300.0000000987979
29,13,12,0.0285,0.0125,0.0115,300.00000002532295
30,13,12,0.029500000000000002,0.0125,0.0115,300.0000000061796
31,13,12,0.0305,0.0125,0.0115,300.0000000014378
32,13,12,0.0315,0.0125,0.0115,300.0000000003402
1,14,12,0.0005,0.0135,0.0115,300.45123475822993
2,14,12,0.0015,0.0135,0.0115,300.7801714804339
3,14,12,0.0025,0.0135,0.0115,301.08060599327683
4,14,12,0.0035,0.0135,0.0115,301.28933326037486
5,14,12,0.0045000000000000005,0.0135,0.0115,301.3741059485794
6,14,12,0.0055,0.0135,0.0115,301.3345991961324
7,14,12,0.006500000000000001,0.0135,0.0115,301.19532959351625
8,14,12,0.0075,0.0135,0.0115,300.994469008765
9,14,12,0.0085,0.0135,0.0115,300.772141301324
10,14,12,0.0095,0.0135,0.0115,300.5612821616935
11,14,12,0.0105,0.0135,0.0115,300.3828517082863
12,14,12,0.0115,0.0135,0.0115,300.2454682718154
13,14,12,0.0125,0.0135,0.0115,300.1481433032327
14,14,12,0.0135,0.0135,0.0115,300.08425713044926
15,14,12,0.0145,0.0135,0.0115,300.0452091639788
16,14,12,0.0155,0.0135,0.0115,300.0229064598795
17,14,12,0.0165,0.0135,0.0115,300.0109695143096
18,14,12,0.0175,0.0135,0.0115,300.0049690855958
19,14,12,0.0185,0.0135,0.0115,300.00213091203796
20,14,12,0.0195,0.0135,0.0115,300.0008657150545
21,14,12,0.0205,0.0135,0.0115,300.0003334310736
22,14,12,0.021500000000000002,0.0135,0.0115,300.00012182632184
23,14,12,0.0225,0.0135,0.0115,300.0000422516362
24,14,12,0.0235,0.0135,0.0115,300.00001391738493
25,14,12,0.0245,0.0135,0.0115,300.00000435620905
26,14,12,0.025500000000000002,0.0135,0.0115,300.0000012962919
27,14,12,0.0265,0.0135,0.0115,300.0000003668822
28,14,12,0.0275,0.0135,0.0115,300.0000000987979
29,14,12,0.0285,0.0135,0.0115,300.00000002532295
30,14,12,0.029500000000000002,0.0135,0.0115,300.0000000061796
31,14,12,0.0305,0.0135,0.0115,300.0000000014378
32,14,12,0.0315,0.0135,0.0115,300.0000000003402
1,15,12,0.0005,0.0145,0.0115,300.45123475822993
2,15,12,0.0015,0.0145,0.0115,300.7801714804339
3,15,12,0.0025,0.0145,0.0115,301.08060599327683
4,15,12,0.0035,0.0145,0.0115,301.28933326037486
5,15,12,0.0045000000000000005,0.0145,0.0115,301.3741059485794
6,15,12,0.0055,0.0145,0.0115,301.3345991961324
7,15,12,0.006500000000000001,0.0145,0.0115,301.19532959351625
8,15,12,0.0075,0.0145,0.0115,300.994469008765
9,15,12,0.0085,0.0145,0.0115,300.772141301324
10,15,12,0.0095,0.0145,0.0115,300.5612821616935
11,15,12,0.0105,0.0145,0.0115,300.3828517082863
12,15,12,0.0115,0.0145,0.0115,300.2454682718154
13,15,12,0.0125,0.0145,0.0115,300.1481433032327
14,15,12,0.0135,0.0145,0.0115,300.08425713044926
15,15,12,0.0145,0.0145,0.0115,300.0452091639788
16,15,12,0.0155,0.0145,0.0115,300.0229064598795
17,15,12,0.0165,0.0145,0.0115,300.0109695143096
18,15,12,0.0175,0.0145,0.0115,300.0049690855958
19,15,12,0.0185,0.0145,0.0115,300.00213091203796
20,15,12,0.0195,0.0145,0.0115,300.0008657150545
21,15,12,0.0205,0.0145,0.0115,300.0003334310736
22,15,12,0.021500000000000002,0.0145,0.0115,300.00012182632184
23,15,12,0.0225,0.0145,0.0115,300.0000422516362
24,15,12,0.0235,0.0145,0.0115,300.00001391738493
25,15,12,0.0245,0.0145,0.0115,300.00000435620905
26,15,12,0.025500000000000002,0.0145,0.0115,300.0000012962919
27,15,12,0.0265,0.0145,0.0115,300.0000003668822
28,15,12,0.0275,0.0145,0.0115,300.0000000987979
29,15,12,0.0285,0.0145,0.0115,300.00000002532295
30,15,12,0.029500000000000002,0.0145,0.0115,300.0000000061796
31,15,12,0.0305,0.0145,0.0115,300.0000000014378
32,15,12,0.0315,0.0145,0.0115,300.0000000003402
1,16,12,0.0005,0.0155,0.0115,300.45123475822993
2,16,12,0.0015,0.0155,0.0115,300.7801714804339
3,16,12,0.0025,0.0155,0.0115,301.08060599327683
4,16,12,0.0035,0.0155,0.0115,301.28933326037486
5,16,12,0.0045000000000000005,0.0155,0.0115,301.3741059485794
6,16,12,0.0055,0.0155,0.0115,301.3345991961324
7,16,12,0.006500000000000001,0.0155,0.0115,301.19532959351625
8,16,12,0.0075,0.0155,0.0115,300.994469008765
9,16,12,0.0085,0.0155,0.0115,300.772141301324
10,16,12,0.0095,0.0155,0.0115,300.5612821616935
11,16,12,0.0105,0.0155,0.0115,300.3828517082863
12,16,12,0.0115,0.0155,0.0115,300.2454682718154
13,16,12,0.0125,0.0155,0.0115,300.1481433032327
14,16,12,0.0135,0.0155,0.0115,300.08425713044926
15,16,12,0.0145,0.0155,0.0115,300.0452091639788
16,16,12,0.0155,0.0155,0.0115,300.0229064598795
17,16,12,0.0165,0.0155,0.0115,300.0109695143096
18,16,12,0.0175,0.0155,0.0115,300.0049690855958
19,16,12,0.0185,0.0155,0.0115,300.00213091203796
20,16,12,0.0195,0.0155,0.0115,300.0008657150545
21,16,12,0.0205,0.0155,0.0115,300.0003334310736
22,16,12,0.021500000000000002,0.0155,0.0115,300.00012182632184
23,16,12,0.0225,0.0155,0.0115,300.0000422516362
24,16,12,0.0235,0.0155,0.0115,300.00001391738493
25,16,12,0.0245,0.0155,0.0115,300.00000435620905
26,16,12,0.025500000000000002,0.0155,0.0115,300.0000012962919
27,16,12,0.0265,0.0155,0.0115,300.0000003668822
28,16,12,0.0275,0.0155,0.0115,300.0000000987979
29,16,12,0.0285,0.0155,0.0115,300.00000002532295
30,16,12,0.029500000000000002,0.0155,0.0115,300.0000000061796
31,16,12,0.0305,0.0155,0.0115,300.0000000014378
32,16,12,0.0315,0.0155,0.0115,300.0000000003402
1,1,13,0.0005,0.0005,0.0125,300.1617160271429
2,1,13,0.0015,0.0005,0.0125,300.28877488903106
3,1,13,0.0025,0.0005,0.0125,300.4162014179943
4,1,13,0.0035,0.0005,0.0125,300.5159204881329
5,1,13,0.0045000000000000005,0.0005,0.0125,300.56853774646993
6,1,13,0.0055,0.0005,0.0125,300.5678423342388
7,1,13,0.006500000000000001,0.0005,0.0125,300.52025883085844
8,1,13,0.0075,0.0005,0.0125,300.44070556066424
9,1,13,0.0085,0.0005,0.0125,300.3470065008802
10,1,13,0.0095,0.0005,0.0125,300.2549382735274
11,1,13,0.0105,0.0005,0.0125,300.1752523382123
12,1,13,0.0115,0.0005,0.0125,300.1129726874448
13,1,13,0.0125,0.0005,0.0125,300.06841223582535
14,1,13,0.0135,0.0005,0.0125,300.038975649038
15,1,13,0.0145,0.0005,0.0125,300.02091780079763
16,1,13,0.0155,0.0005,0.0125,300.01058775429004
17,1,13,0.0165,0.0005,0.0125,300.0050595462821
18,1,13,0.0175,0.0005,0.0125,300.0022848393198
19,1,13,0.0185,0.0005,0.0125,300.0009759333194
20,1,13,0.0195,0.0005,0.0125,300.0003946028866
21,1,13,0.0205,0.0005,0.0125,300.0001511488502
22,1,13,0.021500000000000002,0.0005,0.0125,300.00005488553995
23,1,13,0.0225,0.0005,0.0125,300.00001890600674
24,1,13,0.0235,0.0005,0.0125,300.0000061814123
25,1,13,0.0245,0.0005,0.0125,300.00000191936
26,1,13,0.025500000000000002,0.0005,0.0125,300.00000056626374
27,1,13,0.0265,0.0005,0.0125,300.0000001588055
28,1,13,0.0275,0.0005,0.0125,300.0000000423513
29,1,13,0.0285,0.0005,0.0125,300.0000000107441
30,1,13,0.029500000000000002,0.0005,0.0125,300.00000000259365
31,1,13,0.0305,0.0005,0.0125,300.0000000005966
32,1,13,0.0315,0.0005,0.0125,300.0000000001394
1,2,13,0.0005,0.0015,0.0125,300.1617160271429
2,2,13,0.0015,0.0015,0.0125,300.28877488903106
3,2,13,0.0025,0.0015,0.0125,300.4162014179943
4,2,13,0.0035,0.0015,0.0125,300.5159204881329
5,2,13,0.0045000000000000005,0.0015,0.0125,300.56853774646993
6,2,13,0.0055,0.0015,0.0125,300.5678423342388
7,2,13,0.006500000000000001,0.0015,0.0125,300.52025883085844
8,2,13,0.0075,0.0015,0.0125,300.44070556066424
9,2,13,0.0085,0.0015,0.0125,300.3470065008802
10,2,13,0.0095,0.0015,0.0125,300.2549382735274
11,2,13,0.0105,0.0015,0.0125,300.1752523382123
12,2,13,0.0115,0.0015,0.0125,300.1129726874448
13,2,13,0.0125,0.0015,0.0125,300.06841223582535
14,2,13,0.0135,0.0015,0.0125,300.038975649038
15,2,13,0.0145,0.0015,0.0125,300.02091780079763
16,2,13,0.0155,0.0015,0.0125,300.01058775429004
17,2,13,0.0165,0.0015,0.0125,300.0050595462821
18,2,13,0.0175,0.0015,0.0125,300.0022848393198
19,2,13,0.0185,0.0015,0.0125,300.0009759333194
20,2,13,0.0195,0.0015,0.0125,300.0003946028866
