i,j,k,x_center_m,y_center_m,z_center_m,temperature_k
10,15,1,0.0095,0.0145,0.0005,307.45051868608357
11,15,1,0.0105,0.0145,0.0005,304.93101043433694
12,15,1,0.0115,0.0145,0.0005,303.0940754028103
13,15,1,0.0125,0.0145,0.0005,301.83983545715586
14,15,1,0.0135,0.0145,0.0005,301.03659263167657
15,15,1,0.0145,0.0145,0.0005,300.5533978890359
16,15,1,0.0155,0.0145,0.0005,300.27999746088653
17,15,1,0.0165,0.0145,0.0005,300.134305522925
18,15,1,0.0175,0.0145,0.0005,300.0610980003903
19,15,1,0.0185,0.0145,0.0005,300.0263721905953
20,15,1,0.0195,0.0145,0.0005,300.0108058206494
21,15,1,0.0205,0.0145,0.0005,300.00420508116014
22,15,1,0.021500000000000002,0.0145,0.0005,300.0015549264832
23,15,1,0.0225,0.0145,0.0005,300.0005466065043
24,15,1,0.0235,0.0145,0.0005,300.0001827567361
25,15,1,0.0245,0.0145,0.0005,300.00005814347463
26,15,1,0.025500000000000002,0.0145,0.0005,300.00001760930076
27,15,1,0.0265,0.0145,0.0005,300.0000050788935
28,15,1,0.0275,0.0145,0.0005,300.0000013955357
29,15,1,0.0285,0.0145,0.0005,300.00000036542866
30,15,1,0.029500000000000002,0.0145,0.0005,300.0000000912208
31,15,1,0.0305,0.0145,0.0005,300.00000002174033
32,15,1,0.0315,0.0145,0.0005,300.0000000052829
1,16,1,0.0005,0.0155,0.0005,338.44461923058236
2,16,1,0.0015,0.0155,0.0005,336.8654279555567
3,16,1,0.0025,0.0155,0.0005,334.5377192982859
4,16,1,0.0035,0.0155,0.0005,331.42524726858727
5,16,1,0.0045000000000000005,0.0155,0.0005,327.61629454478265
6,16,1,0.0055,0.0155,0.0005,323.3257711463436
7,16,1,0.006500000000000001,0.0155,0.0005,318.85915605813875
8,16,1,0.0075,0.0155,0.0005,314.54833446728577
9,16,1,0.0085,0.0155,0.0005,310.6814611112626
10,16,1,0.0095,0.0155,0.0005,307.45051868608357
11,16,1,0.0105,0.0155,0.0005,304.93101043433694
12,16,1,0.0115,0.0155,0.0005,303.0940754028103
13,16,1,0.0125,0.0155,0.0005,301.83983545715586
14,16,1,0.0135,0.0155,0.0005,301.03659263167657
15,16,1,0.0145,0.0155,0.0005,300.5533978890359
16,16,1,0.0155,0.0155,0.0005,300.27999746088653
17,16,1,0.0165,0.0155,0.0005,300.134305522925
18,16,1,0.0175,0.0155,0.0005,300.0610980003903
19,16,1,0.0185,0.0155,0.0005,300.0263721905953
20,16,1,0.0195,0.0155,0.0005,300.0108058206494
21,16,1,0.0205,0.0155,0.0005,300.00420508116014
22,16,1,0.021500000000000002,0.0155,0.0005,300.0015549264832
23,16,1,0.0225,0.0155,0.0005,300.0005466065043
24,16,1,0.0235,0.0155,0.0005,300.0001827567361
25,16,1,0.0245,0.0155,0.0005,300.00005814347463
26,16,1,0.025500000000000002,0.0155,0.0005,300.00001760930076
27,16,1,0.0265,0.0155,0.0005,300.0000050788935
28,16,1,0.0275,0.0155,0.0005,300.0000013955357
29,16,1,0.0285,0.0155,0.0005,300.00000036542866
30,16,1,0.029500000000000002,0.0155,0.0005,300.0000000912208
31,16,1,0.0305,0.0155,0.0005,300.00000002174033
32,16,1,0.0315,0.0155,0.0005,300.0000000052829
1,1,2,0.0005,0.0005,0.0015,338.43318577755247
2,1,2,0.0015,0.0005,0.0015,336.84444111356817
3,1,2,0.0025,0.0005,0.0015,334.5063420355105
4,1,2,0.0035,0.0005,0.0015,331.38487740693836
5,1,2,0.0045000000000000005,0.0005,0.0015,327.57027446328215
6,1,2,0.0055,0.0005,0.0015,323.27845031332595
7,1,2,0.006500000000000001,0.0005,0.0015,318.81474404788366
8,1,2,0.0075,0.0005,0.0015,314.50997785591244
9,1,2,0.0085,0.0005,0.0015,310.6507978247343
10,1,2,0.0095,0.0005,0.0015,307.427729685974
11,1,2,0.0105,0.0005,0.0015,304.91521223451787
12,1,2,0.0115,0.0005,0.0015,303.083832792795
13,1,2,0.0125,0.0005,0.0015,301.833611483808
14,1,2,0.0135,0.0005,0.0015,301.03304154741915
15,1,2,0.0145,0.0005,0.0015,300.5514925970342
16,1,2,0.0155,0.0005,0.0015,300.2790348369638
17,1,2,0.0165,0.0005,0.0015,300.1338469928026
18,1,2,0.0175,0.0005,0.0015,300.06089185976884
19,1,2,0.0185,0.0005,0.0015,300.0262846383058
20,1,2,0.0195,0.0005,0.0015,300.01077065936926
21,1,2,0.0205,0.0005,0.0015,300.0041917181094
22,1,2,0.021500000000000002,0.0005,0.0015,300.0015501168789
23,1,2,0.0225,0.0005,0.0015,300.0005449660446
24,1,2,0.0235,0.0005,0.0015,300.0001822261739
25,1,2,0.0245,0.0005,0.0015,300.0000579806736
26,1,2,0.025500000000000002,0.0005,0.0015,300.0000175618833
27,1,2,0.0265,0.0005,0.0015,300.00000506577857
28,1,2,0.0275,0.0005,0.0015,300.0000013920898
29,1,2,0.0285,0.0005,0.0015,300.00000036456834
30,1,2,0.029500000000000002,0.0005,0.0015,300.0000000910166
31,1,2,0.0305,0.0005,0.0015,300.0000000216942
32,1,2,0.0315,0.0005,0.0015,300.00000000527234
1,2,2,0.0005,0.0015,0.0015,338.43318577755247
2,2,2,0.0015,0.0015,0.0015,336.84444111356817
3,2,2,0.0025,0.0015,0.0015,334.5063420355105
4,2,2,0.0035,0.0015,0.0015,331.38487740693836
5,2,2,0.0045000000000000005,0.0015,0.0015,327.57027446328215
6,2,2,0.0055,0.0015,0.0015,323.27845031332595
7,2,2,0.006500000000000001,0.0015,0.0015,318.81474404788366
8,2,2,0.0075,0.0015,0.0015,314.50997785591244
9,2,2,0.0085,0.0015,0.0015,310.6507978247343
10,2,2,0.0095,0.0015,0.0015,307.427729685974
11,2,2,0.0105,0.0015,0.0015,304.91521223451787
12,2,2,0.0115,0.0015,0.0015,303.083832792795
13,2,2,0.0125,0.0015,0.0015,301.833611483808
14,2,2,0.0135,0.0015,0.0015,301.03304154741915
15,2,2,0.0145,0.0015,0.0015,300.5514925970342
16,2,2,0.0155,0.0015,0.0015,300.2790348369638
17,2,2,0.0165,0.0015,0.0015,300.1338469928026
18,2,2,0.0175,0.0015,0.0015,300.06089185976884
19,2,2,0.0185,0.0015,0.0015,300.0262846383058
20,2,2,0.0195,0.0015,0.0015,300.01077065936926
21,2,2,0.0205,0.0015,0.0015,300.0041917181094
22,2,2,0.021500000000000002,0.0015,0.0015,300.0015501168789
23,2,2,0.0225,0.0015,0.0015,300.0005449660446
24,2,2,0.0235,0.0015,0.0015,300.0001822261739
25,2,2,0.0245,0.0015,0.0015,300.0000579806736
26,2,2,0.025500000000000002,0.0015,0.0015,300.0000175618833
27,2,2,0.0265,0.0015,0.0015,300.00000506577857
28,2,2,0.0275,0.0015,0.0015,300.0000013920898
29,2,2,0.0285,0.0015,0.0015,300.00000036456834
30,2,2,0.029500000000000002,0.0015,0.0015,300.0000000910166
31,2,2,0.0305,0.0015,0.0015,300.0000000216942
32,2,2,0.0315,0.0015,0.0015,300.00000000527234
1,3,2,0.0005,0.0025,0.0015,338.43318577755247
2,3,2,0.0015,0.0025,0.0015,336.84444111356817
3,3,2,0.0025,0.0025,0.0015,334.5063420355105
4,3,2,0.0035,0.0025,0.0015,331.38487740693836
5,3,2,0.0045000000000000005,0.0025,0.0015,327.57027446328215
6,3,2,0.0055,0.0025,0.0015,323.27845031332595
7,3,2,0.006500000000000001,0.0025,0.0015,318.81474404788366
8,3,2,0.0075,0.0025,0.0015,314.50997785591244
9,3,2,0.0085,0.0025,0.0015,310.6507978247343
10,3,2,0.0095,0.0025,0.0015,307.427729685974
11,3,2,0.0105,0.0025,0.0015,304.91521223451787
12,3,2,0.0115,0.0025,0.0015,303.083832792795
13,3,2,0.0125,0.0025,0.0015,301.833611483808
14,3,2,0.0135,0.0025,0.0015,301.03304154741915
15,3,2,0.0145,0.0025,0.0015,300.5514925970342
16,3,2,0.0155,0.0025,0.0015,300.2790348369638
17,3,2,0.0165,0.0025,0.0015,300.1338469928026
18,3,2,0.0175,0.0025,0.0015,300.06089185976884
19,3,2,0.0185,0.0025,0.0015,300.0262846383058
20,3,2,0.0195,0.0025,0.0015,300.01077065936926
21,3,2,0.0205,0.0025,0.0015,300.0041917181094
22,3,2,0.021500000000000002,0.0025,0.0015,300.0015501168789
23,3,2,0.0225,0.0025,0.0015,300.0005449660446
24,3,2,0.0235,0.0025,0.0015,300.0001822261739
25,3,2,0.0245,0.0025,0.0015,300.0000579806736
26,3,2,0.025500000000000002,0.0025,0.0015,300.0000175618833
27,3,2,0.0265,0.0025,0.0015,300.00000506577857
28,3,2,0.0275,0.0025,0.0015,300.0000013920898
29,3,2,0.0285,0.0025,0.0015,300.00000036456834
30,3,2,0.029500000000000002,0.0025,0.0015,300.0000000910166
31,3,2,0.0305,0.0025,0.0015,300.0000000216942
32,3,2,0.0315,0.0025,0.0015,300.00000000527234
1,4,2,0.0005,0.0035,0.0015,338.43318577755247
2,4,2,0.0015,0.0035,0.0015,336.84444111356817
3,4,2,0.0025,0.0035,0.0015,334.5063420355105
4,4,2,0.0035,0.0035,0.0015,331.38487740693836
5,4,2,0.0045000000000000005,0.0035,0.0015,327.57027446328215
6,4,2,0.0055,0.0035,0.0015,323.27845031332595
7,4,2,0.006500000000000001,0.0035,0.0015,318.81474404788366
8,4,2,0.0075,0.0035,0.0015,314.50997785591244
9,4,2,0.0085,0.0035,0.0015,310.6507978247343
10,4,2,0.0095,0.0035,0.0015,307.427729685974
11,4,2,0.0105,0.0035,0.0015,304.91521223451787
12,4,2,0.0115,0.0035,0.0015,303.083832792795
13,4,2,0.0125,0.0035,0.0015,301.833611483808
14,4,2,0.0135,0.0035,0.0015,301.03304154741915
15,4,2,0.0145,0.0035,0.0015,300.5514925970342
16,4,2,0.0155,0.0035,0.0015,300.2790348369638
17,4,2,0.0165,0.0035,0.0015,300.1338469928026
18,4,2,0.0175,0.0035,0.0015,300.06089185976884
19,4,2,0.0185,0.0035,0.0015,300.0262846383058
20,4,2,0.0195,0.0035,0.0015,300.01077065936926
21,4,2,0.0205,0.0035,0.0015,300.0041917181094
22,4,2,0.021500000000000002,0.0035,0.0015,300.0015501168789
23,4,2,0.0225,0.0035,0.0015,300.0005449660446
24,4,2,0.0235,0.0035,0.0015,300.0001822261739
25,4,2,0.0245,0.0035,0.0015,300.0000579806736
26,4,2,0.025500000000000002,0.0035,0.0015,300.0000175618833
27,4,2,0.0265,0.0035,0.0015,300.00000506577857
28,4,2,0.0275,0.0035,0.0015,300.0000013920898
29,4,2,0.0285,0.0035,0.0015,300.00000036456834
30,4,2,0.029500000000000002,0.0035,0.0015,300.0000000910166
31,4,2,0.0305,0.0035,0.0015,300.0000000216942
32,4,2,0.0315,0.0035,0.0015,300.00000000527234
1,5,2,0.0005,0.0045000000000000005,0.0015,338.43318577755247
2,5,2,0.0015,0.0045000000000000005,0.0015,336.84444111356817
3,5,2,0.0025,0.0045000000000000005,0.0015,334.5063420355105
4,5,2,0.0035,0.0045000000000000005,0.0015,331.38487740693836
5,5,2,0.0045000000000000005,0.0045000000000000005,0.0015,327.57027446328215
6,5,2,0.0055,0.0045000000000000005,0.0015,323.27845031332595
7,5,2,0.006500000000000001,0.0045000000000000005,0.0015,318.81474404788366
8,5,2,0.0075,0.0045000000000000005,0.0015,314.50997785591244
9,5,2,0.0085,0.0045000000000000005,0.0015,310.6507978247343
10,5,2,0.0095,0.0045000000000000005,0.0015,307.427729685974
11,5,2,0.0105,0.0045000000000000005,0.0015,304.91521223451787
12,5,2,0.0115,0.0045000000000000005,0.0015,303.083832792795
13,5,2,0.0125,0.0045000000000000005,0.0015,301.833611483808
14,5,2,0.0135,0.0045000000000000005,0.0015,301.03304154741915
15,5,2,0.0145,0.0045000000000000005,0.0015,300.5514925970342
16,5,2,0.0155,0.0045000000000000005,0.0015,300.2790348369638
17,5,2,0.0165,0.0045000000000000005,0.0015,300.1338469928026
18,5,2,0.0175,0.0045000000000000005,0.0015,300.06089185976884
19,5,2,0.0185,0.0045000000000000005,0.0015,300.0262846383058
20,5,2,0.0195,0.0045000000000000005,0.0015,300.01077065936926
21,5,2,0.0205,0.0045000000000000005,0.0015,300.0041917181094
22,5,2,0.021500000000000002,0.0045000000000000005,0.0015,300.0015501168789
23,5,2,0.0225,0.0045000000000000005,0.0015,300.0005449660446
24,5,2,0.0235,0.0045000000000000005,0.0015,300.0001822261739
25,5,2,0.0245,0.0045000000000000005,0.0015,300.0000579806736
26,5,2,0.025500000000000002,0.0045000000000000005,0.0015,300.0000175618833
27,5,2,0.0265,0.0045000000000000005,0.0015,300.00000506577857
28,5,2,0.0275,0.0045000000000000005,0.0015,300.0000013920898
29,5,2,0.0285,0.0045000000000000005,0.0015,300.00000036456834
30,5,2,0.029500000000000002,0.0045000000000000005,0.0015,300.0000000910166
31,5,2,0.0305,0.0045000000000000005,0.0015,300.0000000216942
32,5,2,0.0315,0.0045000000000000005,0.0015,300.00000000527234
1,6,2,0.0005,0.0055,0.0015,338.43318577755247
2,6,2,0.0015,0.0055,0.0015,336.84444111356817
3,6,2,0.0025,0.0055,0.0015,334.5063420355105
4,6,2,0.0035,0.0055,0.0015,331.38487740693836
5,6,2,0.0045000000000000005,0.0055,0.0015,327.57027446328215
6,6,2,0.0055,0.0055,0.0015,323.27845031332595
7,6,2,0.006500000000000001,0.0055,0.0015,318.81474404788366
8,6,2,0.0075,0.0055,0.0015,314.50997785591244
9,6,2,0.0085,0.0055,0.0015,310.6507978247343
10,6,2,0.0095,0.0055,0.0015,307.427729685974
11,6,2,0.0105,0.0055,0.0015,304.91521223451787
12,6,2,0.0115,0.0055,0.0015,303.083832792795
13,6,2,0.0125,0.0055,0.0015,301.833611483808
14,6,2,0.0135,0.0055,0.0015,301.03304154741915
15,6,2,0.0145,0.0055,0.0015,300.5514925970342
16,6,2,0.0155,0.0055,0.0015,300.2790348369638
17,6,2,0.0165,0.0055,0.0015,300.1338469928026
18,6,2,0.0175,0.0055,0.0015,300.06089185976884
19,6,2,0.0185,0.0055,0.0015,300.0262846383058
20,6,2,0.0195,0.0055,0.0015,300.01077065936926
21,6,2,0.0205,0.0055,0.0015,300.0041917181094
22,6,2,0.021500000000000002,0.0055,0.0015,300.0015501168789
23,6,2,0.0225,0.0055,0.0015,300.0005449660446
24,6,2,0.0235,0.0055,0.0015,300.0001822261739
25,6,2,0.0245,0.0055,0.0015,300.0000579806736
26,6,2,0.025500000000000002,0.0055,0.0015,300.0000175618833
27,6,2,0.0265,0.0055,0.0015,300.00000506577857
28,6,2,0.0275,0.0055,0.0015,300.0000013920898
29,6,2,0.0285,0.0055,0.0015,300.00000036456834
30,6,2,0.029500000000000002,0.0055,0.0015,300.0000000910166
31,6,2,0.0305,0.0055,0.0015,300.0000000216942
32,6,2,0.0315,0.0055,0.0015,300.00000000527234
1,7,2,0.0005,0.006500000000000001,0.0015,338.43318577755247
2,7,2,0.0015,0.006500000000000001,0.0015,336.84444111356817
3,7,2,0.0025,0.006500000000000001,0.0015,334.5063420355105
4,7,2,0.0035,0.006500000000000001,0.0015,331.38487740693836
5,7,2,0.0045000000000000005,0.006500000000000001,0.0015,327.57027446328215
6,7,2,0.0055,0.006500000000000001,0.0015,323.27845031332595
7,7,2,0.006500000000000001,0.006500000000000001,0.0015,318.81474404788366
8,7,2,0.0075,0.006500000000000001,0.0015,314.50997785591244
9,7,2,0.0085,0.006500000000000001,0.0015,310.6507978247343
10,7,2,0.0095,0.006500000000000001,0.0015,307.427729685974
11,7,2,0.0105,0.006500000000000001,0.0015,304.91521223451787
12,7,2,0.0115,0.006500000000000001,0.0015,303.083832792795
13,7,2,0.0125,0.006500000000000001,0.0015,301.833611483808
14,7,2,0.0135,0.006500000000000001,0.0015,301.03304154741915
15,7,2,0.0145,0.006500000000000001,0.0015,300.5514925970342
16,7,2,0.0155,0.006500000000000001,0.0015,300.2790348369638
17,7,2,0.0165,0.006500000000000001,0.0015,300.1338469928026
18,7,2,0.0175,0.006500000000000001,0.0015,300.06089185976884
19,7,2,0.0185,0.006500000000000001,0.0015,300.0262846383058
20,7,2,0.0195,0.006500000000000001,0.0015,300.01077065936926
21,7,2,0.0205,0.006500000000000001,0.0015,300.0041917181094
22,7,2,0.021500000000000002,0.006500000000000001,0.0015,300.0015501168789
23,7,2,0.0225,0.006500000000000001,0.0015,300.0005449660446
24,7,2,0.0235,0.006500000000000001,0.0015,300.0001822261739
25,7,2,0.0245,0.006500000000000001,0.0015,300.0000579806736
26,7,2,0.025500000000000002,0.006500000000000001,0.0015,300.0000175618833
27,7,2,0.0265,0.006500000000000001,0.0015,300.00000506577857
28,7,2,0.0275,0.006500000000000001,0.0015,300.0000013920898
29,7,2,0.0285,0.006500000000000001,0.0015,300.00000036456834
30,7,2,0.029500000000000002,0.006500000000000001,0.0015,300.0000000910166
31,7,2,0.0305,0.006500000000000001,0.0015,300.0000000216942
32,7,2,0.0315,0.006500000000000001,0.0015,300.00000000527234
1,8,2,0.0005,0.0075,0.0015,338.43318577755247
2,8,2,0.0015,0.0075,0.0015,336.84444111356817
3,8,2,0.0025,0.0075,0.0015,334.5063420355105
4,8,2,0.0035,0.0075,0.0015,331.38487740693836
5,8,2,0.0045000000000000005,0.0075,0.0015,327.57027446328215
6,8,2,0.0055,0.0075,0.0015,323.27845031332595
7,8,2,0.006500000000000001,0.0075,0.0015,318.81474404788366
8,8,2,0.0075,0.0075,0.0015,314.50997785591244
9,8,2,0.0085,0.0075,0.0015,310.6507978247343
10,8,2,0.0095,0.0075,0.0015,307.427729685974
11,8,2,0.0105,0.0075,0.0015,304.91521223451787
12,8,2,0.0115,0.0075,0.0015,303.083832792795
13,8,2,0.0125,0.0075,0.0015,301.833611483808
14,8,2,0.0135,0.0075,0.0015,301.03304154741915
15,8,2,0.0145,0.0075,0.0015,300.5514925970342
16,8,2,0.0155,0.0075,0.0015,300.2790348369638
17,8,2,0.0165,0.0075,0.0015,300.1338469928026
18,8,2,0.0175,0.0075,0.0015,300.06089185976884
19,8,2,0.0185,0.0075,0.0015,300.0262846383058
20,8,2,0.0195,0.0075,0.0015,300.01077065936926
21,8,2,0.0205,0.0075,0.0015,300.0041917181094
22,8,2,0.021500000000000002,0.0075,0.0015,300.0015501168789
23,8,2,0.0225,0.0075,0.0015,300.0005449660446
24,8,2,0.0235,0.0075,0.0015,300.0001822261739
25,8,2,0.0245,0.0075,0.0015,300.0000579806736
26,8,2,0.025500000000000002,0.0075,0.0015,300.0000175618833
27,8,2,0.0265,0.0075,0.0015,300.00000506577857
28,8,2,0.0275,0.0075,0.0015,300.0000013920898
29,8,2,0.0285,0.0075,0.0015,300.00000036456834
30,8,2,0.029500000000000002,0.0075,0.0015,300.0000000910166
31,8,2,0.0305,0.0075,0.0015,300.0000000216942
32,8,2,0.0315,0.0075,0.0015,300.00000000527234
1,9,2,0.0005,0.0085,0.0015,338.43318577755247
2,9,2,0.0015,0.0085,0.0015,336.84444111356817
3,9,2,0.0025,0.0085,0.0015,334.5063420355105
4,9,2,0.0035,0.0085,0.0015,331.38487740693836
5,9,2,0.0045000000000000005,0.0085,0.0015,327.57027446328215
6,9,2,0.0055,0.0085,0.0015,323.27845031332595
7,9,2,0.006500000000000001,0.0085,0.0015,318.81474404788366
8,9,2,0.0075,0.0085,0.0015,314.50997785591244
9,9,2,0.0085,0.0085,0.0015,310.6507978247343
10,9,2,0.0095,0.0085,0.0015,307.427729685974
11,9,2,0.0105,0.0085,0.0015,304.91521223451787
12,9,2,0.0115,0.0085,0.0015,303.083832792795
13,9,2,0.0125,0.0085,0.0015,301.833611483808
14,9,2,0.0135,0.0085,0.0015,301.03304154741915
15,9,2,0.0145,0.0085,0.0015,300.5514925970342
16,9,2,0.0155,0.0085,0.0015,300.2790348369638
17,9,2,0.0165,0.0085,0.0015,300.1338469928026
18,9,2,0.0175,0.0085,0.0015,300.06089185976884
19,9,2,0.0185,0.0085,0.0015,300.0262846383058
20,9,2,0.0195,0.0085,0.0015,300.01077065936926
21,9,2,0.0205,0.0085,0.0015,300.0041917181094
22,9,2,0.021500000000000002,0.0085,0.0015,300.0015501168789
23,9,2,0.0225,0.0085,0.0015,300.0005449660446
24,9,2,0.0235,0.0085,0.0015,300.0001822261739
25,9,2,0.0245,0.0085,0.0015,300.0000579806736
26,9,2,0.025500000000000002,0.0085,0.0015,300.0000175618833
27,9,2,0.0265,0.0085,0.0015,300.00000506577857
28,9,2,0.0275,0.0085,0.0015,300.0000013920898
29,9,2,0.0285,0.0085,0.0015,300.00000036456834
30,9,2,0.029500000000000002,0.0085,0.0015,300.0000000910166
31,9,2,0.0305,0.0085,0.0015,300.0000000216942
32,9,2,0.0315,0.0085,0.0015,300.00000000527234
1,10,2,0.0005,0.0095,0.0015,338.43318577755247
2,10,2,0.0015,0.0095,0.0015,336.84444111356817
3,10,2,0.0025,0.0095,0.0015,334.5063420355105
4,10,2,0.0035,0.0095,0.0015,331.38487740693836
5,10,2,0.0045000000000000005,0.0095,0.0015,327.57027446328215
6,10,2,0.0055,0.0095,0.0015,323.27845031332595
7,10,2,0.006500000000000001,0.0095,0.0015,318.81474404788366
8,10,2,0.0075,0.0095,0.0015,314.50997785591244
9,10,2,0.0085,0.0095,0.0015,310.6507978247343
10,10,2,0.0095,0.0095,0.0015,307.427729685974
11,10,2,0.0105,0.0095,0.0015,304.91521223451787
12,10,2,0.0115,0.0095,0.0015,303.083832792795
13,10,2,0.0125,0.0095,0.0015,301.833611483808
14,10,2,0.0135,0.0095,0.0015,301.03304154741915
15,10,2,0.0145,0.0095,0.0015,300.5514925970342
16,10,2,0.0155,0.0095,0.0015,300.2790348369638
17,10,2,0.0165,0.0095,0.0015,300.1338469928026
18,10,2,0.0175,0.0095,0.0015,300.06089185976884
19,10,2,0.0185,0.0095,0.0015,300.0262846383058
20,10,2,0.0195,0.0095,0.0015,300.01077065936926
21,10,2,0.0205,0.0095,0.0015,300.0041917181094
22,10,2,0.021500000000000002,0.0095,0.0015,300.0015501168789
23,10,2,0.0225,0.0095,0.0015,300.0005449660446
24,10,2,0.0235,0.0095,0.0015,300.0001822261739
25,10,2,0.0245,0.0095,0.0015,300.0000579806736
26,10,2,0.025500000000000002,0.0095,0.0015,300.0000175618833
27,10,2,0.0265,0.0095,0.0015,300.00000506577857
28,10,2,0.0275,0.0095,0.0015,300.0000013920898
29,10,2,0.0285,0.0095,0.0015,300.00000036456834
30,10,2,0.029500000000000002,0.0095,0.0015,300.0000000910166
31,10,2,0.0305,0.0095,0.0015,300.0000000216942
32,10,2,0.0315,0.0095,0.0015,300.00000000527234
1,11,2,0.0005,0.0105,0.0015,338.43318577755247
2,11,2,0.0015,0.0105,0.0015,336.84444111356817
3,11,2,0.0025,0.0105,0.0015,334.5063420355105
4,11,2,0.0035,0.0105,0.0015,331.38487740693836
5,11,2,0.0045000000000000005,0.0105,0.0015,327.57027446328215
6,11,2,0.0055,0.0105,0.0015,323.27845031332595
7,11,2,0.006500000000000001,0.0105,0.0015,318.81474404788366
8,11,2,0.0075,0.0105,0.0015,314.50997785591244
9,11,2,0.0085,0.0105,0.0015,310.6507978247343
10,11,2,0.0095,0.0105,0.0015,307.427729685974
11,11,2,0.0105,0.0105,0.0015,304.91521223451787
12,11,2,0.0115,0.0105,0.0015,303.083832792795
13,11,2,0.0125,0.0105,0.0015,301.833611483808
14,11,2,0.0135,0.0105,0.0015,301.03304154741915
15,11,2,0.0145,0.0105,0.0015,300.5514925970342
16,11,2,0.0155,0.0105,0.0015,300.2790348369638
17,11,2,0.0165,0.0105,0.0015,300.1338469928026
18,11,2,0.0175,0.0105,0.0015,300.06089185976884
19,11,2,0.0185,0.0105,0.0015,300.0262846383058
20,11,2,0.0195,0.0105,0.0015,300.01077065936926
21,11,2,0.0205,0.0105,0.0015,300.0041917181094
22,11,2,0.021500000000000002,0.0105,0.0015,300.0015501168789
23,11,2,0.0225,0.0105,0.0015,300.0005449660446
24,11,2,0.0235,0.0105,0.0015,300.0001822261739
25,11,2,0.0245,0.0105,0.0015,300.0000579806736
26,11,2,0.025500000000000002,0.0105,0.0015,300.0000175618833
27,11,2,0.0265,0.0105,0.0015,300.00000506577857
28,11,2,0.0275,0.0105,0.0015,300.0000013920898
29,11,2,0.0285,0.0105,0.0015,300.00000036456834
30,11,2,0.029500000000000002,0.0105,0.0015,300.0000000910166
31,11,2,0.0305,0.0105,0.0015,300.0000000216942
32,11,2,0.0315,0.0105,0.0015,300.00000000527234
1,12,2,0.0005,0.0115,0.0015,338.43318577755247
2,12,2,0.0015,0.0115,0.0015,336.84444111356817
3,12,2,0.0025,0.0115,0.0015,334.5063420355105
4,12,2,0.0035,0.0115,0.0015,331.38487740693836
5,12,2,0.0045000000000000005,0.0115,0.0015,327.57027446328215
6,12,2,0.0055,0.0115,0.0015,323.27845031332595
7,12,2,0.006500000000000001,0.0115,0.0015,318.81474404788366
8,12,2,0.0075,0.0115,0.0015,314.50997785591244
9,12,2,0.0085,0.0115,0.0015,310.6507978247343
10,12,2,0.0095,0.0115,0.0015,307.427729685974
11,12,2,0.0105,0.0115,0.0015,304.91521223451787
12,12,2,0.0115,0.0115,0.0015,303.083832792795
13,12,2,0.0125,0.0115,0.0015,301.833611483808
14,12,2,0.0135,0.0115,0.0015,301.03304154741915
15,12,2,0.0145,0.0115,0.0015,300.5514925970342
16,12,2,0.0155,0.0115,0.0015,300.2790348369638
17,12,2,0.0165,0.0115,0.0015,300.1338469928026
18,12,2,0.0175,0.0115,0.0015,300.06089185976884
19,12,2,0.0185,0.0115,0.0015,300.0262846383058
20,12,2,0.0195,0.0115,0.0015,300.01077065936926
21,12,2,0.0205,0.0115,0.0015,300.0041917181094
22,12,2,0.021500000000000002,0.0115,0.0015,300.0015501168789
